,title,price,original_price,discount,star,review,description
92,"POCO C61 (Ethereal Blue, 64 GB)","₹6,499","₹8,999",27% off,4.2,"11,301 Ratings & 354 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
93,"Motorola G85 5G (Olive Green, 128 GB)","₹17,999","₹20,999",14% off,4.5,"6,166 Ratings & 335 Reviews",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP | 32MP Front Camera5000 mAh Battery6s Gen 3 Processor1 Year on Handset and 6 Months on Accessories
94,"Apple iPhone 14 Plus (Midnight, 128 GB)","₹58,999","₹79,900",26% off,4.6,"75,463 Ratings & 4,224 Reviews","128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
95,"REDMI 13C 5G (Starlight Black, 128 GB)","₹10,499","₹13,999",25% off,4.3,"11,970 Ratings & 389 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
96,"vivo T3 5G (Crystal Flake, 256 GB)","₹21,999","₹24,999",12% off,4.4,"36,142 Ratings & 2,564 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7200 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
97,"Motorola G85 5G (Cobalt Blue, 256 GB)","₹19,999","₹22,999",13% off,4.5,"1,045 Ratings & 75 Reviews",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP | 32MP Front Camera5000 mAh Battery6s Gen 3 Processor1 Year on Handset and 6 Months on Accessories
98,"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)","₹22,999","₹25,999",11% off,4.5,"24,505 Ratings & 1,465 Reviews",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 13MP | 32MP Front Camera5000 mAh Battery7s Gen 2 Processor1 Year on Handset and 6 Months on Accessories
99,"vivo T3 5G (Crystal Flake, 128 GB)","₹19,999","₹22,999",13% off,4.4,"36,142 Ratings & 2,564 Reviews",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7200 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
100,"realme P1 Pro 5G (Parrot Blue, 256 GB)","₹19,499","₹25,999",25% off,4.4,"10,519 Ratings & 662 Reviews",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP | 16MP Front Camera5000 mAh Battery6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
101,"realme P1 Pro 5G (Parrot Blue, 128 GB)","₹18,499","₹24,999",26% off,4.4,"10,519 Ratings & 662 Reviews",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP | 16MP Front Camera5000 mAh Battery6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
102,"realme P1 Pro 5G (Phoenix Red, 256 GB)","₹19,499","₹25,999",25% off,4.4,"10,519 Ratings & 662 Reviews",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP | 16MP Front Camera5000 mAh Battery6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
103,Micromax J3,₹838,"₹1,549",45% off,3.9,"2,000 Ratings & 97 Reviews",32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) Display800 mAh Battery1 Year Company Domestic Warranty by Company Authorized Service Center.
104,"Apple iPhone 14 Plus (Starlight, 128 GB)","₹58,999","₹79,900",26% off,4.6,"75,463 Ratings & 4,224 Reviews","128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
105,"REDMI 13C 5G (Startrail Silver, 128 GB)","₹10,499","₹13,999",25% off,4.3,"11,970 Ratings & 389 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
106,"SAMSUNG Galaxy S23 5G (Lavender, 128 GB)","₹55,999","₹89,999",37% off,4.5,"11,289 Ratings & 1,065 Reviews",8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera3900 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
107,"REDMI 12 5G (Moonstone Silver, 128 GB)","₹12,499","₹17,999",30% off,4.2,"43,201 Ratings & 1,990 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatterySnapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
108,"Nokia 130 Music Dual Sim, Music Player, Wireless FM Radio and Dedicated Music Buttons","₹1,945","₹2,199",11% off,4.2,"4,749 Ratings & 231 Reviews",4 MB RAM | 4 MB ROM6.1 cm (2.4 inch) Display0MP Front Camera1450 mAh Battery6261D Processor1 Year Replacement Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Battery from the Date of Purchase
109,"SAMSUNG Galaxy S23 FE (Mint, 256 GB)","₹49,999","₹84,999",41% off,4.3,"9,896 Ratings & 649 Reviews",8 GB RAM | 256 GB ROM16.26 cm (6.4 inch) Full HD+ Display50MP + 12MP | 10MP Front Camera4500 mAh BatterySamsung Exynos 2200 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
110,"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio","₹1,299","₹1,599",18% off,4.1,"1,06,392 Ratings & 6,601 Reviews",32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) QVGA Display0MP Front Camera800 mAh Lithium Ion BatterySC6531E Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Battery from the Date of Purchase
111,"POCO M6 Pro 5G (Forest Green, 128 GB)","₹9,999","₹16,999",41% off,4.2,"1,15,856 Ratings & 7,124 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatterySnapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
112,"realme P1 Pro 5G (Parrot Blue, 256 GB)","₹22,999","₹26,999",14% off,4.4,355 Ratings & 16 Reviews,12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP | 16MP Front Camera5000 mAh Battery6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
113,"realme P1 Pro 5G (Phoenix Red, 256 GB)","₹22,999","₹26,999",14% off,4.4,355 Ratings & 16 Reviews,12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP | 16MP Front Camera5000 mAh Battery6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
114,"SAMSUNG Galaxy S23 5G (Cream, 128 GB)","₹55,999","₹89,999",37% off,4.5,"11,289 Ratings & 1,065 Reviews",8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera3900 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
115,"REDMI 13C 5G (Startrail Green, 128 GB)","₹10,499","₹13,999",25% off,4.3,"11,970 Ratings & 389 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
116,"Motorola G34 5G (Ocean Green, 128 GB)","₹10,999","₹13,999",21% off,4.2,"39,729 Ratings & 3,031 Reviews",4 GB RAM | 128 GB ROM16.51 cm (6.5 inch) HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatterySnapdragon 695 5G ProcessorVegan Leather Design1 Year on Handset and 6 Months on Accessories
117,"SAMSUNG Galaxy S23 5G (Lavender, 256 GB)","₹60,999","₹95,999",36% off,4.5,"11,289 Ratings & 1,065 Reviews",8 GB RAM | 256 GB ROM15.49 cm (6.1 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera3900 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
118,"Infinix HOT 40i (Horizon Gold, 256 GB)","₹8,999","₹10,999",18% off,4.1,"11,583 Ratings & 707 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 32MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year on Handset and 6 Months on Accessories
119,"Infinix HOT 40i (Palm Blue, 256 GB)","₹8,999","₹10,999",18% off,4.1,"11,583 Ratings & 707 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 32MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year on Handset and 6 Months on Accessories
120,"Infinix HOT 40i (Palm Blue, 256 GB)","₹8,999","₹10,999",18% off,4.1,"11,583 Ratings & 707 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 32MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year on Handset and 6 Months on Accessories
121,"REDMI 13C (Stardust Black, 128 GB)","₹8,499","₹13,999",39% off,4.2,"10,033 Ratings & 413 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
122,"SAMSUNG Galaxy S23 5G (Cream, 256 GB)","₹60,999","₹95,999",36% off,4.5,"11,289 Ratings & 1,065 Reviews",8 GB RAM | 256 GB ROM15.49 cm (6.1 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera3900 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
123,"POCO M6 5G (Orion Blue, 256 GB)","₹10,999","₹15,999",31% off,4.2,"13,901 Ratings & 721 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
124,"SAMSUNG Galaxy M34 5G without charger (Prism Silver, 128 GB)","₹15,495","₹24,499",36% off,4.2,"3,742 Ratings & 269 Reviews",6 GB RAM | 128 GB ROM16.51 cm (6.5 inch) Display50MP Rear Camera6000 mAh BatteryDomestic 1 Year of Device & 6 Months for In-Box Accessories
125,"SAMSUNG Galaxy S23 5G (Phantom Black, 256 GB)","₹60,999","₹95,999",36% off,4.5,"11,289 Ratings & 1,065 Reviews",8 GB RAM | 256 GB ROM15.49 cm (6.1 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera3900 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
126,"realme C63 (Jade Green, 128 GB)","₹8,999","₹10,999",18% off,4.3,609 Ratings & 20 Reviews,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
127,Micromax J3,₹834,"₹1,549",46% off,3.9,"2,000 Ratings & 97 Reviews",32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) Display800 mAh Battery1 Year Manufacturer Warranty on Product and 6 Month on Box Accessories
128,"Motorola Edge 50 Fusion (Forest Blue, 256 GB)","₹24,999","₹27,999",10% off,4.5,"19,990 Ratings & 1,343 Reviews",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 13MP | 32MP Front Camera5000 mAh Battery7s Gen 2 Processor1 Year on Handset and 6 Months on Accessories
129,"SAMSUNG Galaxy M34 5G without charger (Midnight Blue, 128 GB)","₹14,705","₹24,499",39% off,4.2,"3,742 Ratings & 269 Reviews",6 GB RAM | 128 GB ROM16.51 cm (6.5 inch) Display50MP Rear Camera6000 mAh BatteryDomestic 1 Year of Device & 6 Months for In-Box Accessories
130,"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)","₹35,999","₹41,999",14% off,4.4,"7,441 Ratings & 624 Reviews",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP + 13MP + 10MP | 50MP Front Camera4500 mAh Battery7 Gen 3 Mobile Platform Processor1 Year on Handset and 6 Months on Accessories
131,"realme 12 Pro 5G (Navigator Beige, 128 GB)","₹22,999","₹29,999",23% off,4.4,"20,369 Ratings & 2,041 Reviews",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 32MP | 16MP Front Camera5000 mAh BatterySnapdragon 6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
132,"realme C63 (Leather Blue, 128 GB)","₹8,999","₹10,999",18% off,4.3,609 Ratings & 20 Reviews,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
133,"POCO M6 5G - Locked with Airtel Prepaid (Orion Blue, 128 GB)","₹8,249","₹12,999",36% off,4.1,"34,327 Ratings & 1,900 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
134,"REDMI 12 5G (Jade Black, 256 GB)","₹13,999","₹19,999",30% off,4.2,"22,648 Ratings & 1,360 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatterySnapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
135,"Infinix SMART 8 (Shiny Gold, 128 GB)","₹7,999","₹10,999",27% off,4.3,"7,642 Ratings & 448 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 8MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year on Handset and 6 Months on Accessories
136,"REDMI 12 5G (Pastel Blue, 256 GB)","₹13,999","₹19,999",30% off,4.2,"22,648 Ratings & 1,360 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatterySnapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
137,"realme 12 Pro 5G (Submarine Blue, 256 GB)","₹24,999","₹33,999",26% off,4.4,"5,730 Ratings & 328 Reviews",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 32MP | 16MP Front Camera5000 mAh BatterySnapdragon 6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
138,"realme 12 Pro 5G (Navigator Beige, 256 GB)","₹24,999","₹31,999",21% off,4.4,"20,369 Ratings & 2,041 Reviews",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 32MP | 16MP Front Camera5000 mAh BatterySnapdragon 6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
139,"realme 12 Pro 5G (Navigator Beige, 256 GB)","₹24,999","₹33,999",26% off,4.4,"5,730 Ratings & 328 Reviews",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 32MP | 16MP Front Camera5000 mAh BatterySnapdragon 6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
140,"Infinix Note 40 Pro 5G (Vintage Green, 256 GB)","₹21,999","₹27,999",21% off,4,"7,660 Ratings & 568 Reviews",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display108MP (OIS) + 2MP + 2MP | 32MP Front Camera5000 mAh BatteryMediatek Dimensity 7020 Processor1 Year Warranty on Handset and 6 Months Warranty on Inbox Accessories
141,"REDMI 12 (Jade Black, 128 GB)","₹9,999","₹15,999",37% off,4.2,"49,442 Ratings & 3,305 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 8MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G88 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
142,"realme 12 Pro 5G (Submarine Blue, 256 GB)","₹24,999","₹31,999",21% off,4.4,"20,369 Ratings & 2,041 Reviews",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 32MP | 16MP Front Camera5000 mAh BatterySnapdragon 6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
143,"realme 12 Pro 5G (Submarine Blue, 128 GB)","₹22,999","₹29,999",23% off,4.4,"20,369 Ratings & 2,041 Reviews",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 32MP | 16MP Front Camera5000 mAh BatterySnapdragon 6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
144,"Infinix SMART 8 (Rainbow Blue, 128 GB)","₹7,999","₹10,999",27% off,4.3,"7,642 Ratings & 448 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 8MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year on Handset and 6 Months on Accessories
145,"Infinix SMART 8 (Timber Black, 128 GB)","₹7,999","₹10,999",27% off,4.3,"7,642 Ratings & 448 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 8MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year on Handset and 6 Months on Accessories
146,"Infinix SMART 8 (Rainbow Blue, 64 GB)","₹7,299","₹8,999",18% off,4.3,"22,055 Ratings & 1,387 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 8MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year on Handset and 6 Months on Accessories
147,"Infinix SMART 8 (Galaxy White, 64 GB)","₹7,299","₹8,999",18% off,4.3,"22,055 Ratings & 1,387 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 8MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year on Handset and 6 Months on Accessories
148,"Infinix SMART 8 (Shiny Gold, 64 GB)","₹7,299","₹8,999",18% off,4.3,"22,055 Ratings & 1,387 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 8MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year on Handset and 6 Months on Accessories
149,"Infinix SMART 8 (Galaxy White, 128 GB)","₹7,999","₹10,999",27% off,4.3,"7,642 Ratings & 448 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 8MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year on Handset and 6 Months on Accessories
150,"POCO X6 Neo 5G (Horizon Blue, 128 GB)","₹14,999","₹19,999",25% off,4.1,"8,609 Ratings & 738 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display108MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 6080 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
151,"realme 12 Pro+ 5G (Submarine Blue, 256 GB)","₹30,999","₹37,999",18% off,4.4,"5,569 Ratings & 628 Reviews",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 64MP | 32MP Front Camera5000 mAh BatterySnapdragon 7s Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
152,"realme 12 Pro+ 5G (Navigator Beige, 256 GB)","₹30,999","₹37,999",18% off,4.4,"5,569 Ratings & 628 Reviews",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 64MP | 32MP Front Camera5000 mAh BatterySnapdragon 7s Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
153,"realme 12 Pro+ 5G (Explorer Red, 256 GB)","₹30,999","₹37,999",18% off,4.4,"5,569 Ratings & 628 Reviews",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 64MP | 32MP Front Camera5000 mAh BatterySnapdragon 7s Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
154,itel Ace2 Keypad Mobile| 1000 mAh Battery|Expandable Storage 32GB,₹829,"₹1,199",30% off,4,"5,021 Ratings & 350 Reviews",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) Quarter QVGA Display0MP Front Camera1000 mAh Lithium Ion BatterySpreadtrum Processor12 Month Warranty on Device and 6 Months on Accessories Including Battery
155,"realme C61 (Marble Black, 128 GB)","₹8,999","₹10,999",18% off,4.4,828 Ratings & 19 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.13 cm (6.745 inch) HD+ Display32MP Rear Camera | 5MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
156,"realme C61 (Safari Green, 128 GB)","₹8,999","₹10,999",18% off,4.4,828 Ratings & 19 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.13 cm (6.745 inch) HD+ Display32MP Rear Camera | 5MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
157,"realme 12 Pro+ 5G (Explorer Red, 256 GB)","₹28,999","₹35,999",19% off,4.4,"16,574 Ratings & 2,144 Reviews",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 64MP | 32MP Front Camera5000 mAh BatterySnapdragon 7s Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
158,"realme 12 Pro+ 5G (Navigator Beige, 256 GB)","₹28,999","₹35,999",19% off,4.4,"16,574 Ratings & 2,144 Reviews",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 64MP | 32MP Front Camera5000 mAh BatterySnapdragon 7s Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
159,"Infinix SMART 8 (Timber Black, 64 GB)","₹7,299","₹8,999",18% off,4.3,"22,055 Ratings & 1,387 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 8MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year on Handset and 6 Months on Accessories
160,"realme NARZO N63 (Leather Blue, 64 GB)","₹8,038","₹9,999",19% off,4.5,111 Ratings & 3 Reviews,4 GB RAM | 64 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera5000 mAh Battery1 year manufacture warranty
161,"realme Narzo N63 4G (Twilight Purple, 128 GB)","₹8,480","₹10,999",22% off,3.9,516 Ratings & 11 Reviews,4 GB RAM | 128 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera5000 mAh BatteryDomestic Warranty  1 year for handset and 6 months for accessories.
162,"POCO M6 5G - Locked with Airtel Prepaid (Polaris Green, 128 GB)","₹8,249","₹12,999",36% off,4.1,"34,327 Ratings & 1,900 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
163,"Motorola G85 5G (Urban Grey, 256 GB)","₹19,999","₹22,999",13% off,4.5,"1,045 Ratings & 75 Reviews",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP | 32MP Front Camera5000 mAh Battery6s Gen 3 Processor1 Year on Handset and 6 Months on Accessories
164,"realme 12 Pro+ 5G (Submarine Blue, 256 GB)","₹28,999","₹35,999",19% off,4.4,"16,574 Ratings & 2,144 Reviews",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 64MP | 32MP Front Camera5000 mAh BatterySnapdragon 7s Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
165,"realme 12 Pro+ 5G (Submarine Blue, 128 GB)","₹29,999","₹34,999",14% off,4.4,"16,574 Ratings & 2,144 Reviews",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 64MP | 32MP Front Camera5000 mAh BatterySnapdragon 7s Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
166,"Infinix SMART 8 HD (Galaxy White, 64 GB)","₹6,699","₹7,999",16% off,4.3,"33,272 Ratings & 2,335 Reviews",3 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display13MP + AI Lens | 8MP Front Camera5000 mAh BatteryT606 Processor1 Year on Handset and 6 Months on Accessories
