,id,title,price,original_price,discount,star,ratings_reviews,description,brand,model,camera,screen_size_cm,screen_size_inch,display,ram,storage,expandable_storage,color,processor,battery,rating,review,rear_camera,front_camera
187,187,"Redmi 12 5G (Moonstone Silver, 256 Gb)",13999,19999,30,4.2,"22,648 Ratings & 1,360 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatterySnapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Redmi,Redmi 12 5G ,50MP + 2MP | 8MP Front Camera,17.25,6.79,Full HD+,8 GB,256 GB,1 TB,Moonstone Silver,Snapdragon 4 Gen 2 Processor,5000 mAh Battery,22648,1360,50MP,8MP
188,188,"Nokia 130 Music Dual Sim, Music Player, Wireless Fm Radio And Dedicated Music Buttons",1947,2199,11,4.2,"4,749 Ratings & 231 Reviews",4 MB RAM | 4 MB ROM6.1 cm (2.4 inch) Display0MP Front Camera1450 mAh Battery6261D Processor1 Year Replacement Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Battery from the Date of Purchase,Nokia,"Nokia 130 Music Dual Sim, Music Player, Wireless Fm Radio And Dedicated Music Buttons",0MP Front Camera,6.1,2.4,QVGA,4 MB,4 MB,,Black,6261D Processor,1450 mAh Battery,4749,231,0MP,0MP
189,189,"Redmi Note 13 Pro 5G (Midnight Black, 256 Gb)",24499,32999,25,4.2,"2,365 Ratings & 218 Reviews",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Redmi,Redmi Note 13 Pro 5G ,200MP (OIS) + 8MP + 2MP | 16MP Front Camera,16.94,6.67,Full HD+,12 GB,256 GB,,Midnight Black,7s Gen 2 Mobile Platform 5G Processor,5100 mAh Battery,2365,218,200MP,16MP
190,190,Itel Ace2 Keypad Mobile| 1000 Mah Battery|Expandable Storage 32Gb,829,1199,30,4.0,"5,021 Ratings & 350 Reviews",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) Quarter QVGA Display0MP Front Camera1000 mAh Lithium Ion BatterySpreadtrum Processor12 Month Warranty on Device and 6 Months on Accessories Including Battery,Itel,Itel Ace2 Keypad Mobile| 1000 Mah Battery|Expandable Storage 32Gb,0MP Front Camera,4.57,1.8,QVGA,4 MB,4 MB,32 GB,Black,Spreadtrum Processor,1000 mAh  Battery,5021,350,0MP,0MP
191,191,"Cmf By Nothing Phone 1 (Blue, 128 Gb)",17999,21999,18,4.3,"1,733 Ratings & 133 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7300 5G Processor1 Year Manufacturing Warranty,Cmf,Cmf By Nothing Phone 1 ,50MP + 2MP | 16MP Front Camera,16.94,6.67,Full HD+,8 GB,128 GB,2 TB,Blue,Dimensity 7300 5G Processor,5000 mAh Battery,1733,133,50MP,16MP
192,192,"Samsung Galaxy M14 4G (Sapphire Blue, 64 Gb)",8376,13999,40,4.0,610 Ratings & 22 Reviews,4 GB RAM | 64 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera6000 mAh Battery1 year for handset and 6 month for accessories,Samsung,Samsung Galaxy M14 4G ,50MP Rear Camera,16.76,6.6,Full HD+,4 GB,64 GB,,Sapphire Blue,Snapdragon 680 Processor,6000 mAh Battery,610,22,50MP,0 MP
193,193,"Cmf By Nothing Phone 1 (Light Green, 128 Gb)",15999,19999,20,4.4,"5,842 Ratings & 514 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7300 5G Processor1 Year Manufacturing Warranty,Cmf,Cmf By Nothing Phone 1 ,50MP + 2MP | 16MP Front Camera,16.94,6.67,Full HD+,6 GB,128 GB,2 TB,Light Green,Dimensity 7300 5G Processor,5000 mAh Battery,5842,514,50MP,16MP
194,194,"Infinix Smart 8 Hd (Timber Black, 64 Gb)",6999,8999,22,4.3,744 Ratings & 25 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display13MP + AI Lens | 8MP Front Camera5000 mAh BatteryT606 Processor1 Year on Handset and 6 Months on Accessories,Infinix,Infinix Smart 8 Hd ,13MP + AI Lens | 8MP Front Camera,16.76,6.6,HD+,4 GB,64 GB,2 TB,Timber Black,T606 Processor,5000 mAh Battery,744,25,13MP,8MP
195,195,"Poco X6 Neo 5G (Martian Orange, 128 Gb)",14999,19999,25,4.1,"8,609 Ratings & 738 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display108MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 6080 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Poco,Poco X6 Neo 5G ,108MP + 2MP | 16MP Front Camera,16.94,6.67,Full HD+,8 GB,128 GB,1 TB,Martian Orange,Dimensity 6080 Processor,5000 mAh Battery,8609,738,108MP,16MP
196,196,"Realme C65 5G (Glowing Black, 128 Gb)",12499,15999,21,4.4,"4,887 Ratings & 146 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Realme,Realme C65 5G ,50MP Rear Camera | 8MP Front Camera,16.94,6.67,HD+,6 GB,128 GB,2 TB,Glowing Black,Dimensity 6300 Processor,5000 mAh Battery,4887,146,50MP,8MP
197,197,"Infinix Smart 8 Hd (Crystal Green, 64 Gb)",6999,8999,22,4.3,744 Ratings & 25 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display13MP + AI Lens | 8MP Front Camera5000 mAh BatteryT606 Processor1 Year on Handset and 6 Months on Accessories,Infinix,Infinix Smart 8 Hd ,13MP + AI Lens | 8MP Front Camera,16.76,6.6,HD+,4 GB,64 GB,2 TB,Crystal Green,T606 Processor,5000 mAh Battery,744,25,13MP,8MP
198,198,"Samsung Galaxy F15 5G (Groovy Violet, 128 Gb)",14499,16999,14,4.2,"20,157 Ratings & 1,684 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP + 5MP + 2MP | 13MP Front Camera6000 mAh Lithium ion BatteryMediaTek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,Samsung,Samsung Galaxy F15 5G ,50MP + 5MP + 2MP | 13MP Front Camera,16.51,6.5,Full HD+,6 GB,128 GB,1 TB,Groovy Violet,MediaTek Dimensity 6100+ Processor,6000 mAh  Battery,20157,1684,50MP,13MP
199,199,"Realme 12+ 5G (Navigator Beige, 256 Gb)",21999,25999,15,4.3,"11,515 Ratings & 976 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Realme,Realme 12+ 5G ,50MP + 8MP + 2MP | 16MP Front Camera,16.94,6.67,Full HD+,8 GB,256 GB,2 TB,Navigator Beige,Dimensity 7050 Processor,5000 mAh Battery,11515,976,50MP,16MP
200,200,"Realme 12+ 5G (Pioneer Green, 256 Gb)",21999,25999,15,4.3,"11,515 Ratings & 976 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Realme,Realme 12+ 5G ,50MP + 8MP + 2MP | 16MP Front Camera,16.94,6.67,Full HD+,8 GB,256 GB,2 TB,Pioneer Green,Dimensity 7050 Processor,5000 mAh Battery,11515,976,50MP,16MP
201,201,"Samsung Galaxy S23 Fe (Purple, 256 Gb)",49999,84999,41,4.3,"9,896 Ratings & 649 Reviews",8 GB RAM | 256 GB ROM16.26 cm (6.4 inch) Full HD+ Display50MP + 12MP | 10MP Front Camera4500 mAh BatterySamsung Exynos 2200 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Samsung,Samsung Galaxy S23 Fe ,50MP + 12MP | 10MP Front Camera,16.26,6.4,Full HD+,8 GB,256 GB,,Purple,Samsung Exynos 2200 Processor,4500 mAh Battery,9896,649,50MP,10MP
202,202,"Poco X6 5G (Snowstorm White, 256 Gb)",18999,24999,24,4.2,"12,165 Ratings & 1,466 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display64MP + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Poco,Poco X6 5G ,64MP + 8MP + 2MP | 16MP Front Camera,16.94,6.67,Full HD+,8 GB,256 GB,,Snowstorm White,7s Gen 2 Mobile Platform 5G Processor,5100 mAh Battery,12165,1466,64MP,16MP
203,203,"Infinix Smart 8 Hd (Shiny Gold, 64 Gb)",6999,8999,22,4.3,744 Ratings & 25 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display13MP + AI Lens | 8MP Front Camera5000 mAh BatteryT606 Processor1 Year on Handset and 6 Months on Accessories,Infinix,Infinix Smart 8 Hd ,13MP + AI Lens | 8MP Front Camera,16.76,6.6,HD+,4 GB,64 GB,2 TB,Shiny Gold,T606 Processor,5000 mAh Battery,744,25,13MP,8MP
204,204,"Cmf By Nothing Phone 1 (Black, 128 Gb)",17999,21999,18,4.3,"1,733 Ratings & 133 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7300 5G Processor1 Year Manufacturing Warranty,Cmf,Cmf By Nothing Phone 1 ,50MP + 2MP | 16MP Front Camera,16.94,6.67,Full HD+,8 GB,128 GB,2 TB,Black,Dimensity 7300 5G Processor,5000 mAh Battery,1733,133,50MP,16MP
205,205,"Infinix Gt 20 Pro (Mecha Blue, 256 Gb)",25999,34999,25,4.3,"1,862 Ratings & 127 Reviews",12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display108MP (OIS) + 2MP + 2MP | 32MP Front Camera5000 mAh BatteryDimensity 8200 Ultimate Processor1 Year Warranty,Infinix,Infinix Gt 20 Pro ,108MP (OIS) + 2MP + 2MP | 32MP Front Camera,17.22,6.78,Full HD+,12 GB,256 GB,,Mecha Blue,Dimensity 8200 Ultimate Processor,5000 mAh Battery,1862,127,108MP,32MP
206,206,"Realme 12+ 5G (Navigator Beige, 128 Gb)",20999,23999,12,4.3,"11,515 Ratings & 976 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Realme,Realme 12+ 5G ,50MP + 8MP + 2MP | 16MP Front Camera,16.94,6.67,Full HD+,8 GB,128 GB,2 TB,Navigator Beige,Dimensity 7050 Processor,5000 mAh Battery,11515,976,50MP,16MP
207,207,"Apple Iphone 15 Plus (Blue, 128 Gb)",81999,89900,8,4.6,"7,375 Ratings & 618 Reviews","128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",Apple,Apple Iphone 15 Plus ,48MP + 12MP | 12MP Front Camera,17.02,6.7,Super Retina XDR,6 GB,128 GB,,Blue,A16 Bionic Processor,4383 mAh Battery,7375,618,48MP,12MP
208,208,"Samsung Galaxy F15 5G (Ash Black, 128 Gb)",12999,15999,18,4.2,"7,780 Ratings & 674 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP + 5MP + 2MP | 13MP Front Camera6000 mAh Lithium ion BatteryMediaTek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,Samsung,Samsung Galaxy F15 5G ,50MP + 5MP + 2MP | 13MP Front Camera,16.51,6.5,Full HD+,4 GB,128 GB,1 TB,Ash Black,MediaTek Dimensity 6100+ Processor,6000 mAh  Battery,7780,674,50MP,13MP
209,209,Itel It5330 | 2.8 Inch Big Display | 1900 Mah Battery | Kingvoice,1449,1799,19,4.0,"2,069 Ratings & 106 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB7.11 cm (2.8 inch) Quarter QVGA Display0.8MP + 0MP | 0MP Front Camera1900 mAh BatteryUnisoc Processor12+1 month manufacturer warranty,Itel,Itel It5330 | 2.8 Inch Big Display | 1900 Mah Battery | Kingvoice,8MP + 0MP | 0MP Front Camera,7.11,2.8,QVGA,32 MB,32 MB,32 GB,Black,Unisoc Processor,1900 mAh Battery,2069,106,8MP,0MP
210,210,"Redmi Note 13 Pro 5G (Coral Purple, 256 Gb)",24490,32999,25,4.2,"2,365 Ratings & 218 Reviews",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Redmi,Redmi Note 13 Pro 5G ,200MP (OIS) + 8MP + 2MP | 16MP Front Camera,16.94,6.67,Full HD+,12 GB,256 GB,,Coral Purple,7s Gen 2 Mobile Platform 5G Processor,5100 mAh Battery,2365,218,200MP,16MP
211,211,Jio V2 Keypad Phone (Upi) Locked,1199,1999,40,3.6,"1,478 Ratings & 80 Reviews",20 MB RAM | 20 MB ROM4.5 cm (1.77 inch) Display0.3MP Rear Camera1000 mAh Battery1 Year Manufacturer Warranty,Jio,Jio V2 Keypad Phone ,3MP Rear Camera,4.5,1.77,QVGA,20 MB,20 MB,,Black,,1000 mAh Battery,1478,80,3MP,0 MP
212,212,"Poco X6 5G (Mirror Black, 256 Gb)",18999,24999,24,4.2,"12,165 Ratings & 1,466 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display64MP + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Poco,Poco X6 5G ,64MP + 8MP + 2MP | 16MP Front Camera,16.94,6.67,Full HD+,8 GB,256 GB,,Mirror Black,7s Gen 2 Mobile Platform 5G Processor,5100 mAh Battery,12165,1466,64MP,16MP
213,213,"Poco M6 5G - Locked With Airtel Prepaid (Galactic Black, 128 Gb)",8249,12999,36,4.1,"34,327 Ratings & 1,900 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Poco,Poco M6 5G - Locked With Airtel Prepaid ,50MP Rear Camera | 5MP Front Camera,17.12,6.74,HD+,4 GB,128 GB,1 TB,Galactic Black,Mediatek Dimensity 6100+ Processor,5000 mAh Battery,34327,1900,50MP,5MP
214,214,"Samsung Galaxy F15 5G (Groovy Violet, 128 Gb)",12999,15999,18,4.2,"7,780 Ratings & 674 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP + 5MP + 2MP | 13MP Front Camera6000 mAh Lithium ion BatteryMediaTek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,Samsung,Samsung Galaxy F15 5G ,50MP + 5MP + 2MP | 13MP Front Camera,16.51,6.5,Full HD+,4 GB,128 GB,1 TB,Groovy Violet,MediaTek Dimensity 6100+ Processor,6000 mAh  Battery,7780,674,50MP,13MP
215,215,Kechaoda A26,999,1399,28,4.0,"22,131 Ratings & 1,373 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB1.68 cm (0.66 inch) QVGA Display0MP | 0MP Front Camera800 mAh BatteryNA ProcessorNO WARRANTY,Kechaoda,Kechaoda A26,0MP | 0MP Front Camera,1.68,0.66,QVGA,32 MB,32 MB,16 GB,Black,,800 mAh Battery,22131,1373,0MP,0MP
216,216,"Infinix Smart 8 Hd (Shiny Gold, 64 Gb)",6999,8999,22,4.3,744 Ratings & 25 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display13MP + AI Lens | 8MP Front Camera5000 mAh BatteryT606 Processor1 Year on Handset and 6 Months on Accessories,Infinix,Infinix Smart 8 Hd ,13MP + AI Lens | 8MP Front Camera,16.76,6.6,HD+,4 GB,64 GB,2 TB,Shiny Gold,T606 Processor,5000 mAh Battery,744,25,13MP,8MP
217,217,"Infinix Smart 8 Hd (Timber Black, 64 Gb)",6999,8999,22,4.3,744 Ratings & 25 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display13MP + AI Lens | 8MP Front Camera5000 mAh BatteryT606 Processor1 Year on Handset and 6 Months on Accessories,Infinix,Infinix Smart 8 Hd ,13MP + AI Lens | 8MP Front Camera,16.76,6.6,HD+,4 GB,64 GB,2 TB,Timber Black,T606 Processor,5000 mAh Battery,744,25,13MP,8MP
218,218,"Infinix Smart 8 Hd (Crystal Green, 64 Gb)",6999,8999,22,4.3,744 Ratings & 25 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display13MP + AI Lens | 8MP Front Camera5000 mAh BatteryT606 Processor1 Year on Handset and 6 Months on Accessories,Infinix,Infinix Smart 8 Hd ,13MP + AI Lens | 8MP Front Camera,16.76,6.6,HD+,4 GB,64 GB,2 TB,Crystal Green,T606 Processor,5000 mAh Battery,744,25,13MP,8MP
219,219,"Nothing Phone (2A) 5G (Black, 256 Gb)",27999,29999,6,4.4,"5,852 Ratings & 575 Reviews",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP (OIS) + 50MP | 32MP Front Camera5000 mAh BatteryDimensity 7200 Pro Processor1 Year Manufacturing Warranty,Nothing,Nothing Phone ,50MP (OIS) + 50MP | 32MP Front Camera,17.02,6.7,Full HD+,12 GB,256 GB,,Black,Dimensity 7200 Pro Processor,5000 mAh Battery,5852,575,50MP,32MP
220,220,"Nothing Phone (2A) 5G (White, 256 Gb)",27999,29999,6,4.4,"5,852 Ratings & 575 Reviews",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP (OIS) + 50MP | 32MP Front Camera5000 mAh BatteryDimensity 7200 Pro Processor1 Year Manufacturing Warranty,Nothing,Nothing Phone ,50MP (OIS) + 50MP | 32MP Front Camera,17.02,6.7,Full HD+,12 GB,256 GB,,White,Dimensity 7200 Pro Processor,5000 mAh Battery,5852,575,50MP,32MP
221,221,"Poco X6 5G (Mirror Black, 256 Gb)",18999,24999,24,4.2,"12,165 Ratings & 1,466 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display64MP + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Poco,Poco X6 5G ,64MP + 8MP + 2MP | 16MP Front Camera,16.94,6.67,Full HD+,8 GB,256 GB,,Mirror Black,7s Gen 2 Mobile Platform 5G Processor,5100 mAh Battery,12165,1466,64MP,16MP
222,222,"Nothing Phone (2A) 5G (White, 256 Gb)",25999,27999,7,4.4,"38,918 Ratings & 3,989 Reviews",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP (OIS) + 50MP | 32MP Front Camera5000 mAh BatteryDimensity 7200 Pro Processor1 Year Manufacturing Warranty,Nothing,Nothing Phone ,50MP (OIS) + 50MP | 32MP Front Camera,17.02,6.7,Full HD+,8 GB,256 GB,,White,Dimensity 7200 Pro Processor,5000 mAh Battery,38918,3989,50MP,32MP
223,223,"Infinix Gt 20 Pro (Mecha Blue, 256 Gb)",23999,31999,25,4.3,"2,562 Ratings & 188 Reviews",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display108MP (OIS) + 2MP + 2MP | 32MP Front Camera5000 mAh BatteryDimensity 8200 Ultimate Processor1 Year Warranty,Infinix,Infinix Gt 20 Pro ,108MP (OIS) + 2MP + 2MP | 32MP Front Camera,17.22,6.78,Full HD+,8 GB,256 GB,,Mecha Blue,Dimensity 8200 Ultimate Processor,5000 mAh Battery,2562,188,108MP,32MP
224,224,"Nothing Phone (2A) 5G (Black, 256 Gb)",25999,27999,7,4.4,"38,918 Ratings & 3,989 Reviews",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP (OIS) + 50MP | 32MP Front Camera5000 mAh BatteryDimensity 7200 Pro Processor1 Year Manufacturing Warranty,Nothing,Nothing Phone ,50MP (OIS) + 50MP | 32MP Front Camera,17.02,6.7,Full HD+,8 GB,256 GB,,Black,Dimensity 7200 Pro Processor,5000 mAh Battery,38918,3989,50MP,32MP
225,225,"Redmi 13C 5G (Startrail Silver, 128 Gb)",11999,15999,25,4.2,"8,518 Ratings & 387 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Redmi,Redmi 13C 5G ,50MP Rear Camera | 5MP Front Camera,17.12,6.74,HD+,6 GB,128 GB,1 TB,Startrail Silver,Mediatek Dimensity 6100+ Processor,5000 mAh Battery,8518,387,50MP,5MP
226,226,"Infinix Gt 20 Pro (Mecha Silver, 256 Gb)",25999,34999,25,4.3,"1,862 Ratings & 127 Reviews",12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display108MP (OIS) + 2MP + 2MP | 32MP Front Camera5000 mAh BatteryDimensity 8200 Ultimate Processor1 Year Warranty,Infinix,Infinix Gt 20 Pro ,108MP (OIS) + 2MP + 2MP | 32MP Front Camera,17.22,6.78,Full HD+,12 GB,256 GB,,Mecha Silver,Dimensity 8200 Ultimate Processor,5000 mAh Battery,1862,127,108MP,32MP
227,227,"Nothing Phone (2A) 5G (White, 128 Gb)",23999,25999,7,4.4,"38,918 Ratings & 3,989 Reviews",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP (OIS) + 50MP | 32MP Front Camera5000 mAh BatteryDimensity 7200 Pro Processor1 Year Manufacturing Warranty,Nothing,Nothing Phone ,50MP (OIS) + 50MP | 32MP Front Camera,17.02,6.7,Full HD+,8 GB,128 GB,,White,Dimensity 7200 Pro Processor,5000 mAh Battery,38918,3989,50MP,32MP
228,228,"Nothing Phone (2A) 5G (Black, 128 Gb)",23999,25999,7,4.4,"38,918 Ratings & 3,989 Reviews",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP (OIS) + 50MP | 32MP Front Camera5000 mAh BatteryDimensity 7200 Pro Processor1 Year Manufacturing Warranty,Nothing,Nothing Phone ,50MP (OIS) + 50MP | 32MP Front Camera,17.02,6.7,Full HD+,8 GB,128 GB,,Black,Dimensity 7200 Pro Processor,5000 mAh Battery,38918,3989,50MP,32MP
229,229,"Redmi 13C 5G (Startrail Green, 128 Gb)",11999,15999,25,4.2,"8,518 Ratings & 387 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Redmi,Redmi 13C 5G ,50MP Rear Camera | 5MP Front Camera,17.12,6.74,HD+,6 GB,128 GB,1 TB,Startrail Green,Mediatek Dimensity 6100+ Processor,5000 mAh Battery,8518,387,50MP,5MP
230,230,"Redmi 13C 5G (Startrail Green, 256 Gb)",13999,17999,22,4.2,"3,813 Ratings & 187 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Redmi,Redmi 13C 5G ,50MP Rear Camera | 5MP Front Camera,17.12,6.74,HD+,8 GB,256 GB,1 TB,Startrail Green,Mediatek Dimensity 6100+ Processor,5000 mAh Battery,3813,187,50MP,5MP
231,231,"Iqoo Z9X (Tornado Green, 128 Gb)",14539,18999,23,4.3,"1,000 Ratings & 35 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera6000 mAh BatteryQualcomm SM6450 Snapdragon 6 Gen 1 Processor1 Year on Handset and 6 Months on Accessories,Iqoo,Iqoo Z9X ,50MP + 2MP | 8MP Front Camera,17.07,6.72,Full HD+,6 GB,128 GB,1 TB,Tornado Green,Qualcomm SM6450 Snapdragon 6 Gen 1 Processor,6000 mAh Battery,1000,35,50MP,8MP
232,232,"Nothing Phone (2A) 5G (Blue, 256 Gb)",27999,29999,6,4.4,"5,852 Ratings & 575 Reviews",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP (OIS) + 50MP | 32MP Front Camera5000 mAh BatteryDimensity 7200 Pro Processor1 Year Manufacturing Warranty,Nothing,Nothing Phone ,50MP (OIS) + 50MP | 32MP Front Camera,17.02,6.7,Full HD+,12 GB,256 GB,,Blue,Dimensity 7200 Pro Processor,5000 mAh Battery,5852,575,50MP,32MP
233,233,Nokia 150,2649,3199,17,4.1,"11,634 Ratings & 1,046 Reviews",4 MB RAM | 4 MB ROM6.1 cm (2.4 inch) Display0.3MP Rear Camera | 0MP Front Camera1450 mAh Battery6261D Processor1 Year Replacement Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Battery from the Date of Purchase,Nokia,Nokia 150,3MP Rear Camera | 0MP Front Camera,6.1,2.4,QVGA,4 MB,4 MB,,Black,6261D Processor,1450 mAh Battery,11634,1046,3MP,0MP
234,234,"Redmi 13C 5G (Starlight Black, 256 Gb)",13999,17999,22,4.2,"3,813 Ratings & 187 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Redmi,Redmi 13C 5G ,50MP Rear Camera | 5MP Front Camera,17.12,6.74,HD+,8 GB,256 GB,1 TB,Starlight Black,Mediatek Dimensity 6100+ Processor,5000 mAh Battery,3813,187,50MP,5MP
