,id,title,price,original_price,discount,star,ratings_reviews,description,brand,model,camera,screen_size_cm,screen_size_inch,display,ram,storage,expandable_storage,color,processor,battery,rating,review,rear_camera,front_camera
92,92,"Poco C61 (Ethereal Blue, 64 Gb)",6499,8999,27,4.2,"11,301 Ratings & 354 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Poco,Poco C61 ,8MP Rear Camera | 5MP Front Camera,17.04,6.71,HD+,4 GB,64 GB,1 TB,Ethereal Blue,Helio G36 Processor,5000 mAh Battery,11301,354,8MP,5MP
93,93,"Motorola G85 5G (Olive Green, 128 Gb)",17999,20999,14,4.5,"6,166 Ratings & 335 Reviews",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP | 32MP Front Camera5000 mAh Battery6s Gen 3 Processor1 Year on Handset and 6 Months on Accessories,Motorola,Motorola G85 5G ,50MP + 8MP | 32MP Front Camera,16.94,6.67,Full HD+,8 GB,128 GB,,Olive Green,6s Gen 3 Processor,5000 mAh Battery,6166,335,50MP,32MP
94,94,"Apple Iphone 14 Plus (Midnight, 128 Gb)",58999,79900,26,4.6,"75,463 Ratings & 4,224 Reviews","128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",Apple,Apple Iphone 14 Plus ,12MP + 12MP | 12MP Front Camera,17.02,6.7,Super Retina XDR,6 GB,128 GB,,Midnight,A15 Bionic Processor,3279 mAh Battery,75463,4224,12MP,12MP
95,95,"Redmi 13C 5G (Starlight Black, 128 Gb)",10499,13999,25,4.3,"11,970 Ratings & 389 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Redmi,Redmi 13C 5G ,50MP Rear Camera | 5MP Front Camera,17.12,6.74,HD+,4 GB,128 GB,1 TB,Starlight Black,Mediatek Dimensity 6100+ Processor,5000 mAh Battery,11970,389,50MP,5MP
96,96,"Vivo T3 5G (Crystal Flake, 256 Gb)",21999,24999,12,4.4,"36,142 Ratings & 2,564 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7200 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Vivo,Vivo T3 5G ,50MP + 2MP | 16MP Front Camera,16.94,6.67,Full HD+,8 GB,256 GB,,Crystal Flake,Dimensity 7200 Processor,5000 mAh Battery,36142,2564,50MP,16MP
97,97,"Motorola G85 5G (Cobalt Blue, 256 Gb)",19999,22999,13,4.5,"1,045 Ratings & 75 Reviews",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP | 32MP Front Camera5000 mAh Battery6s Gen 3 Processor1 Year on Handset and 6 Months on Accessories,Motorola,Motorola G85 5G ,50MP + 8MP | 32MP Front Camera,16.94,6.67,Full HD+,12 GB,256 GB,,Cobalt Blue,6s Gen 3 Processor,5000 mAh Battery,1045,75,50MP,32MP
98,98,"Motorola Edge 50 Fusion (Marshmallow Blue, 128 Gb)",22999,25999,11,4.5,"24,505 Ratings & 1,465 Reviews",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 13MP | 32MP Front Camera5000 mAh Battery7s Gen 2 Processor1 Year on Handset and 6 Months on Accessories,Motorola,Motorola Edge 50 Fusion ,50MP + 13MP | 32MP Front Camera,17.02,6.7,Full HD+,8 GB,128 GB,,Marshmallow Blue,7s Gen 2 Processor,5000 mAh Battery,24505,1465,50MP,32MP
99,99,"Vivo T3 5G (Crystal Flake, 128 Gb)",19999,22999,13,4.4,"36,142 Ratings & 2,564 Reviews",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7200 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Vivo,Vivo T3 5G ,50MP + 2MP | 16MP Front Camera,16.94,6.67,Full HD+,8 GB,128 GB,,Crystal Flake,Dimensity 7200 Processor,5000 mAh Battery,36142,2564,50MP,16MP
100,100,"Realme P1 Pro 5G (Parrot Blue, 256 Gb)",19499,25999,25,4.4,"10,519 Ratings & 662 Reviews",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP | 16MP Front Camera5000 mAh Battery6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Realme,Realme P1 Pro 5G ,50MP + 8MP | 16MP Front Camera,17.02,6.7,Full HD+,8 GB,256 GB,,Parrot Blue,6 Gen 1 Processor,5000 mAh Battery,10519,662,50MP,16MP
101,101,"Realme P1 Pro 5G (Parrot Blue, 128 Gb)",18499,24999,26,4.4,"10,519 Ratings & 662 Reviews",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP | 16MP Front Camera5000 mAh Battery6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Realme,Realme P1 Pro 5G ,50MP + 8MP | 16MP Front Camera,17.02,6.7,Full HD+,8 GB,128 GB,,Parrot Blue,6 Gen 1 Processor,5000 mAh Battery,10519,662,50MP,16MP
102,102,"Realme P1 Pro 5G (Phoenix Red, 256 Gb)",19499,25999,25,4.4,"10,519 Ratings & 662 Reviews",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP | 16MP Front Camera5000 mAh Battery6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Realme,Realme P1 Pro 5G ,50MP + 8MP | 16MP Front Camera,17.02,6.7,Full HD+,8 GB,256 GB,,Phoenix Red,6 Gen 1 Processor,5000 mAh Battery,10519,662,50MP,16MP
103,103,Micromax J3,838,1549,45,3.9,"2,000 Ratings & 97 Reviews",32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) Display800 mAh Battery1 Year Company Domestic Warranty by Company Authorized Service Center.,Micromax,Micromax J3,0MP | 0MP Front Camera,4.5,1.77,QVGA,32 MB,32 MB,,Black,,800 mAh Battery,2000,97,0MP,0MP
104,104,"Apple Iphone 14 Plus (Starlight, 128 Gb)",58999,79900,26,4.6,"75,463 Ratings & 4,224 Reviews","128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",Apple,Apple Iphone 14 Plus ,12MP + 12MP | 12MP Front Camera,17.02,6.7,Super Retina XDR,6 GB,128 GB,,Starlight,A15 Bionic Processor,3279 mAh Battery,75463,4224,12MP,12MP
105,105,"Redmi 13C 5G (Startrail Silver, 128 Gb)",10499,13999,25,4.3,"11,970 Ratings & 389 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Redmi,Redmi 13C 5G ,50MP Rear Camera | 5MP Front Camera,17.12,6.74,HD+,4 GB,128 GB,1 TB,Startrail Silver,Mediatek Dimensity 6100+ Processor,5000 mAh Battery,11970,389,50MP,5MP
106,106,"Samsung Galaxy S23 5G (Lavender, 128 Gb)",55999,89999,37,4.5,"11,289 Ratings & 1,065 Reviews",8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera3900 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,Samsung,Samsung Galaxy S23 5G ,50MP + 10MP + 12MP | 12MP Front Camera,15.49,6.1,Full HD+,8 GB,128 GB,,Lavender,Qualcomm Snapdragon 8 Gen 2 Processor,3900 mAh  Battery,11289,1065,50MP,12MP
107,107,"Redmi 12 5G (Moonstone Silver, 128 Gb)",12499,17999,30,4.2,"43,201 Ratings & 1,990 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatterySnapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Redmi,Redmi 12 5G ,50MP + 2MP | 8MP Front Camera,17.25,6.79,Full HD+,6 GB,128 GB,1 TB,Moonstone Silver,Snapdragon 4 Gen 2 Processor,5000 mAh Battery,43201,1990,50MP,8MP
108,108,"Nokia 130 Music Dual Sim, Music Player, Wireless Fm Radio And Dedicated Music Buttons",1945,2199,11,4.2,"4,749 Ratings & 231 Reviews",4 MB RAM | 4 MB ROM6.1 cm (2.4 inch) Display0MP Front Camera1450 mAh Battery6261D Processor1 Year Replacement Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Battery from the Date of Purchase,Nokia,"Nokia 130 Music Dual Sim, Music Player, Wireless Fm Radio And Dedicated Music Buttons",0MP Front Camera,6.1,2.4,QVGA,4 MB,4 MB,,Black,6261D Processor,1450 mAh Battery,4749,231,0MP,0MP
109,109,"Samsung Galaxy S23 Fe (Mint, 256 Gb)",49999,84999,41,4.3,"9,896 Ratings & 649 Reviews",8 GB RAM | 256 GB ROM16.26 cm (6.4 inch) Full HD+ Display50MP + 12MP | 10MP Front Camera4500 mAh BatterySamsung Exynos 2200 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Samsung,Samsung Galaxy S23 Fe ,50MP + 12MP | 10MP Front Camera,16.26,6.4,Full HD+,8 GB,256 GB,,Mint,Samsung Exynos 2200 Processor,4500 mAh Battery,9896,649,50MP,10MP
110,110,"Nokia 105 Single Sim, Keypad Mobile Phone With Wireless Fm Radio",1299,1599,18,4.1,"1,06,392 Ratings & 6,601 Reviews",32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) QVGA Display0MP Front Camera800 mAh Lithium Ion BatterySC6531E Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Battery from the Date of Purchase,Nokia,"Nokia 105 Single Sim, Keypad Mobile Phone With Wireless Fm Radio",0MP Front Camera,4.5,1.77,QVGA,32 MB,32 MB,,Black,SC6531E Processor,800 mAh  Battery,106392,6601,0MP,0MP
111,111,"Poco M6 Pro 5G (Forest Green, 128 Gb)",9999,16999,41,4.2,"1,15,856 Ratings & 7,124 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatterySnapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Poco,Poco M6 Pro 5G ,50MP + 2MP | 8MP Front Camera,17.25,6.79,Full HD+,6 GB,128 GB,1 TB,Forest Green,Snapdragon 4 Gen 2 Processor,5000 mAh Battery,115856,7124,50MP,8MP
112,112,"Realme P1 Pro 5G (Parrot Blue, 256 Gb)",22999,26999,14,4.4,355 Ratings & 16 Reviews,12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP | 16MP Front Camera5000 mAh Battery6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Realme,Realme P1 Pro 5G ,50MP + 8MP | 16MP Front Camera,17.02,6.7,Full HD+,12 GB,256 GB,,Parrot Blue,6 Gen 1 Processor,5000 mAh Battery,355,16,50MP,16MP
113,113,"Realme P1 Pro 5G (Phoenix Red, 256 Gb)",22999,26999,14,4.4,355 Ratings & 16 Reviews,12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP | 16MP Front Camera5000 mAh Battery6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Realme,Realme P1 Pro 5G ,50MP + 8MP | 16MP Front Camera,17.02,6.7,Full HD+,12 GB,256 GB,,Phoenix Red,6 Gen 1 Processor,5000 mAh Battery,355,16,50MP,16MP
114,114,"Samsung Galaxy S23 5G (Cream, 128 Gb)",55999,89999,37,4.5,"11,289 Ratings & 1,065 Reviews",8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera3900 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,Samsung,Samsung Galaxy S23 5G ,50MP + 10MP + 12MP | 12MP Front Camera,15.49,6.1,Full HD+,8 GB,128 GB,,Cream,Qualcomm Snapdragon 8 Gen 2 Processor,3900 mAh  Battery,11289,1065,50MP,12MP
115,115,"Redmi 13C 5G (Startrail Green, 128 Gb)",10499,13999,25,4.3,"11,970 Ratings & 389 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Redmi,Redmi 13C 5G ,50MP Rear Camera | 5MP Front Camera,17.12,6.74,HD+,4 GB,128 GB,1 TB,Startrail Green,Mediatek Dimensity 6100+ Processor,5000 mAh Battery,11970,389,50MP,5MP
116,116,"Motorola G34 5G (Ocean Green, 128 Gb)",10999,13999,21,4.2,"39,729 Ratings & 3,031 Reviews",4 GB RAM | 128 GB ROM16.51 cm (6.5 inch) HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatterySnapdragon 695 5G ProcessorVegan Leather Design1 Year on Handset and 6 Months on Accessories,Motorola,Motorola G34 5G ,50MP + 2MP | 16MP Front Camera,16.51,6.5,HD+,4 GB,128 GB,,Ocean Green,Snapdragon 695 5G Processor,5000 mAh Battery,39729,3031,50MP,16MP
117,117,"Samsung Galaxy S23 5G (Lavender, 256 Gb)",60999,95999,36,4.5,"11,289 Ratings & 1,065 Reviews",8 GB RAM | 256 GB ROM15.49 cm (6.1 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera3900 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,Samsung,Samsung Galaxy S23 5G ,50MP + 10MP + 12MP | 12MP Front Camera,15.49,6.1,Full HD+,8 GB,256 GB,,Lavender,Qualcomm Snapdragon 8 Gen 2 Processor,3900 mAh  Battery,11289,1065,50MP,12MP
118,118,"Infinix Hot 40I (Horizon Gold, 256 Gb)",8999,10999,18,4.1,"11,583 Ratings & 707 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 32MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year on Handset and 6 Months on Accessories,Infinix,Infinix Hot 40I ,50MP + AI Lens | 32MP Front Camera,16.76,6.6,HD+,8 GB,256 GB,2 TB,Horizon Gold,Unisoc T606 Processor,5000 mAh Battery,11583,707,50MP,32MP
119,119,"Infinix Hot 40I (Palm Blue, 256 Gb)",8999,10999,18,4.1,"11,583 Ratings & 707 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 32MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year on Handset and 6 Months on Accessories,Infinix,Infinix Hot 40I ,50MP + AI Lens | 32MP Front Camera,16.76,6.6,HD+,8 GB,256 GB,2 TB,Palm Blue,Unisoc T606 Processor,5000 mAh Battery,11583,707,50MP,32MP
120,120,"Infinix Hot 40I (Palm Blue, 256 Gb)",8999,10999,18,4.1,"11,583 Ratings & 707 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 32MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year on Handset and 6 Months on Accessories,Infinix,Infinix Hot 40I ,50MP + AI Lens | 32MP Front Camera,16.76,6.6,HD+,8 GB,256 GB,2 TB,Palm Blue,Unisoc T606 Processor,5000 mAh Battery,11583,707,50MP,32MP
121,121,"Redmi 13C (Stardust Black, 128 Gb)",8499,13999,39,4.2,"10,033 Ratings & 413 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Redmi,Redmi 13C ,50MP Rear Camera | 8MP Front Camera,17.12,6.74,HD+,6 GB,128 GB,1 TB,Stardust Black,Helio G85 Processor,5000 mAh Battery,10033,413,50MP,8MP
122,122,"Samsung Galaxy S23 5G (Cream, 256 Gb)",60999,95999,36,4.5,"11,289 Ratings & 1,065 Reviews",8 GB RAM | 256 GB ROM15.49 cm (6.1 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera3900 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,Samsung,Samsung Galaxy S23 5G ,50MP + 10MP + 12MP | 12MP Front Camera,15.49,6.1,Full HD+,8 GB,256 GB,,Cream,Qualcomm Snapdragon 8 Gen 2 Processor,3900 mAh  Battery,11289,1065,50MP,12MP
123,123,"Poco M6 5G (Orion Blue, 256 Gb)",10999,15999,31,4.2,"13,901 Ratings & 721 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Poco,Poco M6 5G ,50MP Rear Camera | 5MP Front Camera,17.12,6.74,HD+,8 GB,256 GB,1 TB,Orion Blue,Mediatek Dimensity 6100+ Processor,5000 mAh Battery,13901,721,50MP,5MP
124,124,"Samsung Galaxy M34 5G Without Charger (Prism Silver, 128 Gb)",15495,24499,36,4.2,"3,742 Ratings & 269 Reviews",6 GB RAM | 128 GB ROM16.51 cm (6.5 inch) Display50MP Rear Camera6000 mAh BatteryDomestic 1 Year of Device & 6 Months for In-Box Accessories,Samsung,Samsung Galaxy M34 5G Without Charger ,50MP Rear Camera,16.51,6.5,Full HD+,6 GB,128 GB,,Prism Silver,Exynos 1280 Processor,6000 mAh Battery,3742,269,50MP,0 MP
125,125,"Samsung Galaxy S23 5G (Phantom Black, 256 Gb)",60999,95999,36,4.5,"11,289 Ratings & 1,065 Reviews",8 GB RAM | 256 GB ROM15.49 cm (6.1 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera3900 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,Samsung,Samsung Galaxy S23 5G ,50MP + 10MP + 12MP | 12MP Front Camera,15.49,6.1,Full HD+,8 GB,256 GB,,Phantom Black,Qualcomm Snapdragon 8 Gen 2 Processor,3900 mAh  Battery,11289,1065,50MP,12MP
126,126,"Realme C63 (Jade Green, 128 Gb)",8999,10999,18,4.3,609 Ratings & 20 Reviews,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Realme,Realme C63 ,50MP Rear Camera | 8MP Front Camera,17.13,6.745,HD+,4 GB,128 GB,2 TB,Jade Green,T612 Processor,5000 mAh Battery,609,20,50MP,8MP
127,127,Micromax J3,834,1549,46,3.9,"2,000 Ratings & 97 Reviews",32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) Display800 mAh Battery1 Year Manufacturer Warranty on Product and 6 Month on Box Accessories,Micromax,Micromax J3,0MP | 0MP Front Camera,4.5,1.77,QVGA,32 MB,32 MB,,Black,,800 mAh Battery,2000,97,0MP,0MP
128,128,"Motorola Edge 50 Fusion (Forest Blue, 256 Gb)",24999,27999,10,4.5,"19,990 Ratings & 1,343 Reviews",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 13MP | 32MP Front Camera5000 mAh Battery7s Gen 2 Processor1 Year on Handset and 6 Months on Accessories,Motorola,Motorola Edge 50 Fusion ,50MP + 13MP | 32MP Front Camera,17.02,6.7,Full HD+,12 GB,256 GB,,Forest Blue,7s Gen 2 Processor,5000 mAh Battery,19990,1343,50MP,32MP
129,129,"Samsung Galaxy M34 5G Without Charger (Midnight Blue, 128 Gb)",14705,24499,39,4.2,"3,742 Ratings & 269 Reviews",6 GB RAM | 128 GB ROM16.51 cm (6.5 inch) Display50MP Rear Camera6000 mAh BatteryDomestic 1 Year of Device & 6 Months for In-Box Accessories,Samsung,Samsung Galaxy M34 5G Without Charger ,50MP Rear Camera,16.51,6.5,Full HD+,6 GB,128 GB,,Midnight Blue,Exynos 1280 Processor,6000 mAh Battery,3742,269,50MP,0 MP
130,130,"Motorola Edge 50 Pro 5G With 125W Charger (Luxe Lavender, 256 Gb)",35999,41999,14,4.4,"7,441 Ratings & 624 Reviews",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP + 13MP + 10MP | 50MP Front Camera4500 mAh Battery7 Gen 3 Mobile Platform Processor1 Year on Handset and 6 Months on Accessories,Motorola,Motorola Edge 50 Pro 5G With 125W Charger ,50MP + 13MP + 10MP | 50MP Front Camera,17.02,6.7,Full HD+,12 GB,256 GB,,Luxe Lavender,7 Gen 3 Mobile Platform Processor,4500 mAh Battery,7441,624,50MP,50MP
131,131,"Realme 12 Pro 5G (Navigator Beige, 128 Gb)",22999,29999,23,4.4,"20,369 Ratings & 2,041 Reviews",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 32MP | 16MP Front Camera5000 mAh BatterySnapdragon 6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Realme,Realme 12 Pro 5G ,50MP + 8MP + 32MP | 16MP Front Camera,17.02,6.7,Full HD+,8 GB,128 GB,,Navigator Beige,Snapdragon 6 Gen 1 Processor,5000 mAh Battery,20369,2041,50MP,16MP
132,132,"Realme C63 (Leather Blue, 128 Gb)",8999,10999,18,4.3,609 Ratings & 20 Reviews,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Realme,Realme C63 ,50MP Rear Camera | 8MP Front Camera,17.13,6.745,HD+,4 GB,128 GB,2 TB,Leather Blue,T612 Processor,5000 mAh Battery,609,20,50MP,8MP
133,133,"Poco M6 5G - Locked With Airtel Prepaid (Orion Blue, 128 Gb)",8249,12999,36,4.1,"34,327 Ratings & 1,900 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Poco,Poco M6 5G - Locked With Airtel Prepaid ,50MP Rear Camera | 5MP Front Camera,17.12,6.74,HD+,4 GB,128 GB,1 TB,Orion Blue,Mediatek Dimensity 6100+ Processor,5000 mAh Battery,34327,1900,50MP,5MP
134,134,"Redmi 12 5G (Jade Black, 256 Gb)",13999,19999,30,4.2,"22,648 Ratings & 1,360 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatterySnapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Redmi,Redmi 12 5G ,50MP + 2MP | 8MP Front Camera,17.25,6.79,Full HD+,8 GB,256 GB,1 TB,Jade Black,Snapdragon 4 Gen 2 Processor,5000 mAh Battery,22648,1360,50MP,8MP
135,135,"Infinix Smart 8 (Shiny Gold, 128 Gb)",7999,10999,27,4.3,"7,642 Ratings & 448 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 8MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year on Handset and 6 Months on Accessories,Infinix,Infinix Smart 8 ,50MP + AI Lens | 8MP Front Camera,16.76,6.6,HD+,8 GB,128 GB,2 TB,Shiny Gold,Helio G36 Processor,5000 mAh Battery,7642,448,50MP,8MP
136,136,"Redmi 12 5G (Pastel Blue, 256 Gb)",13999,19999,30,4.2,"22,648 Ratings & 1,360 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatterySnapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Redmi,Redmi 12 5G ,50MP + 2MP | 8MP Front Camera,17.25,6.79,Full HD+,8 GB,256 GB,1 TB,Pastel Blue,Snapdragon 4 Gen 2 Processor,5000 mAh Battery,22648,1360,50MP,8MP
137,137,"Realme 12 Pro 5G (Submarine Blue, 256 Gb)",24999,33999,26,4.4,"5,730 Ratings & 328 Reviews",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 32MP | 16MP Front Camera5000 mAh BatterySnapdragon 6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Realme,Realme 12 Pro 5G ,50MP + 8MP + 32MP | 16MP Front Camera,17.02,6.7,Full HD+,12 GB,256 GB,,Submarine Blue,Snapdragon 6 Gen 1 Processor,5000 mAh Battery,5730,328,50MP,16MP
138,138,"Realme 12 Pro 5G (Navigator Beige, 256 Gb)",24999,31999,21,4.4,"20,369 Ratings & 2,041 Reviews",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 32MP | 16MP Front Camera5000 mAh BatterySnapdragon 6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Realme,Realme 12 Pro 5G ,50MP + 8MP + 32MP | 16MP Front Camera,17.02,6.7,Full HD+,8 GB,256 GB,,Navigator Beige,Snapdragon 6 Gen 1 Processor,5000 mAh Battery,20369,2041,50MP,16MP
