,id,title,price,original_price,discount,star,ratings_reviews,description,brand,model,camera,screen_size_cm,screen_size_inch,display,ram,storage,expandable_storage,color,processor,battery,rating,review
195,195,"POCO X6 Neo 5G (Martian Orange, 128 GB)","₹14,999","₹19,999",25% off,4.1,"8,609 Ratings & 738 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display108MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 6080 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,POCO,POCO X6 Neo 5G ,108MP + 2MP | 16MP Front Camera,16.94,6.67,Full HD+,8 GB RAM,128 GB,1 TB,Martian Orange,Dimensity 6080 Processor,5000 mAh Battery,"8,609 Ratings",738 Reviews
196,196,"realme C65 5G (Glowing Black, 128 GB)","₹12,499","₹15,999",21% off,4.4,"4,887 Ratings & 146 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,realme,realme C65 5G ,50MP Rear Camera | 8MP Front Camera,16.94,6.67,HD+,6 GB RAM,128 GB,2 TB,Glowing Black,Dimensity 6300 Processor,5000 mAh Battery,"4,887 Ratings",146 Reviews
197,197,"Infinix SMART 8 HD (Crystal Green, 64 GB)","₹6,999","₹8,999",22% off,4.3,744 Ratings & 25 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display13MP + AI Lens | 8MP Front Camera5000 mAh BatteryT606 Processor1 Year on Handset and 6 Months on Accessories,Infinix,Infinix SMART 8 HD ,13MP + AI Lens | 8MP Front Camera,16.76,6.6,HD+,4 GB RAM,64 GB,2 TB,Crystal Green,T606 Processor,5000 mAh Battery,744 Ratings,25 Reviews
198,198,"SAMSUNG Galaxy F15 5G (Groovy Violet, 128 GB)","₹14,499","₹16,999",14% off,4.2,"20,157 Ratings & 1,684 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP + 5MP + 2MP | 13MP Front Camera6000 mAh Lithium ion BatteryMediaTek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,SAMSUNG,SAMSUNG Galaxy F15 5G ,50MP + 5MP + 2MP | 13MP Front Camera,16.51,6.5,Full HD+,6 GB RAM,128 GB,1 TB,Groovy Violet,MediaTek Dimensity 6100+ Processor,6000 mAh Lithium ion Battery,"20,157 Ratings","1,684 Reviews"
199,199,"realme 12+ 5G (Navigator Beige, 256 GB)","₹21,999","₹25,999",15% off,4.3,"11,515 Ratings & 976 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,realme,realme 12+ 5G ,50MP + 8MP + 2MP | 16MP Front Camera,16.94,6.67,Full HD+,8 GB RAM,256 GB,2 TB,Navigator Beige,Dimensity 7050 Processor,5000 mAh Battery,"11,515 Ratings",976 Reviews
200,200,"realme 12+ 5G (Pioneer Green, 256 GB)","₹21,999","₹25,999",15% off,4.3,"11,515 Ratings & 976 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,realme,realme 12+ 5G ,50MP + 8MP + 2MP | 16MP Front Camera,16.94,6.67,Full HD+,8 GB RAM,256 GB,2 TB,Pioneer Green,Dimensity 7050 Processor,5000 mAh Battery,"11,515 Ratings",976 Reviews
201,201,"SAMSUNG Galaxy S23 FE (Purple, 256 GB)","₹49,999","₹84,999",41% off,4.3,"9,896 Ratings & 649 Reviews",8 GB RAM | 256 GB ROM16.26 cm (6.4 inch) Full HD+ Display50MP + 12MP | 10MP Front Camera4500 mAh BatterySamsung Exynos 2200 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,SAMSUNG,SAMSUNG Galaxy S23 FE ,50MP + 12MP | 10MP Front Camera,16.26,6.4,Full HD+,8 GB RAM,256 GB,,Purple,Samsung Exynos 2200 Processor,4500 mAh Battery,"9,896 Ratings",649 Reviews
202,202,"POCO X6 5G (Snowstorm White, 256 GB)","₹18,999","₹24,999",24% off,4.2,"12,165 Ratings & 1,466 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display64MP + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,POCO,POCO X6 5G ,64MP + 8MP + 2MP | 16MP Front Camera,16.94,6.67,,8 GB RAM,256 GB,,Snowstorm White,7s Gen 2 Mobile Platform 5G Processor,5100 mAh Battery,"12,165 Ratings","1,466 Reviews"
203,203,"Infinix SMART 8 HD (Shiny Gold, 64 GB)","₹6,999","₹8,999",22% off,4.3,744 Ratings & 25 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display13MP + AI Lens | 8MP Front Camera5000 mAh BatteryT606 Processor1 Year on Handset and 6 Months on Accessories,Infinix,Infinix SMART 8 HD ,13MP + AI Lens | 8MP Front Camera,16.76,6.6,HD+,4 GB RAM,64 GB,2 TB,Shiny Gold,T606 Processor,5000 mAh Battery,744 Ratings,25 Reviews
204,204,"CMF by Nothing Phone 1 (Black, 128 GB)","₹17,999","₹21,999",18% off,4.3,"1,733 Ratings & 133 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7300 5G Processor1 Year Manufacturing Warranty,CMF,CMF by Nothing Phone 1 ,50MP + 2MP | 16MP Front Camera,16.94,6.67,Full HD+,8 GB RAM,128 GB,2 TB,Black,Dimensity 7300 5G Processor,5000 mAh Battery,"1,733 Ratings",133 Reviews
205,205,"Infinix GT 20 Pro (Mecha Blue, 256 GB)","₹25,999","₹34,999",25% off,4.3,"1,862 Ratings & 127 Reviews",12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display108MP (OIS) + 2MP + 2MP | 32MP Front Camera5000 mAh BatteryDimensity 8200 Ultimate Processor1 Year Warranty,Infinix,Infinix GT 20 Pro ,108MP (OIS) + 2MP + 2MP | 32MP Front Camera,17.22,6.78,Full HD+,12 GB RAM,256 GB,,Mecha Blue,Dimensity 8200 Ultimate Processor,5000 mAh Battery,"1,862 Ratings",127 Reviews
206,206,"realme 12+ 5G (Navigator Beige, 128 GB)","₹20,999","₹23,999",12% off,4.3,"11,515 Ratings & 976 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,realme,realme 12+ 5G ,50MP + 8MP + 2MP | 16MP Front Camera,16.94,6.67,Full HD+,8 GB RAM,128 GB,2 TB,Navigator Beige,Dimensity 7050 Processor,5000 mAh Battery,"11,515 Ratings",976 Reviews
207,207,"Apple iPhone 15 Plus (Blue, 128 GB)","₹81,999","₹89,900",8% off,4.6,"7,375 Ratings & 618 Reviews","128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",Apple,Apple iPhone 15 Plus ,48MP + 12MP | 12MP Front Camera,17.02,6.7,Super Retina XDR,6 GB RAM,128 GB,,Blue,,,"7,375 Ratings",618 Reviews
208,208,"SAMSUNG Galaxy F15 5G (Ash Black, 128 GB)","₹12,999","₹15,999",18% off,4.2,"7,780 Ratings & 674 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP + 5MP + 2MP | 13MP Front Camera6000 mAh Lithium ion BatteryMediaTek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,SAMSUNG,SAMSUNG Galaxy F15 5G ,50MP + 5MP + 2MP | 13MP Front Camera,16.51,6.5,Full HD+,4 GB RAM,128 GB,1 TB,Ash Black,MediaTek Dimensity 6100+ Processor,6000 mAh Lithium ion Battery,"7,780 Ratings",674 Reviews
209,209,itel it5330 | 2.8 inch Big Display | 1900 mAh Battery | Kingvoice,"₹1,449","₹1,799",19% off,4.0,"2,069 Ratings & 106 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB7.11 cm (2.8 inch) Quarter QVGA Display0.8MP + 0MP | 0MP Front Camera1900 mAh BatteryUnisoc Processor12+1 month manufacturer warranty,itel,itel it5330 | 2.8 inch Big Display | 1900 mAh Battery | Kingvoice,8MP + 0MP | 0MP Front Camera,7.11,2.8,QVGA,32 MB RAM,,32 GB,Black,Unisoc Processor,1900 mAh Battery,"2,069 Ratings",106 Reviews
210,210,"REDMI Note 13 Pro 5G (Coral Purple, 256 GB)","₹24,490","₹32,999",25% off,4.2,"2,365 Ratings & 218 Reviews",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,REDMI,REDMI Note 13 Pro 5G ,200MP (OIS) + 8MP + 2MP | 16MP Front Camera,16.94,6.67,,12 GB RAM,256 GB,,Coral Purple,7s Gen 2 Mobile Platform 5G Processor,5100 mAh Battery,"2,365 Ratings",218 Reviews
211,211,Jio V2 Keypad Phone (UPI) Locked,"₹1,199","₹1,999",40% off,3.6,"1,478 Ratings & 80 Reviews",20 MB RAM | 20 MB ROM4.5 cm (1.77 inch) Display0.3MP Rear Camera1000 mAh Battery1 Year Manufacturer Warranty,Jio,Jio V2 Keypad Phone ,3MP Rear Camera,4.5,1.77,,20 MB RAM,,,Black,,1000 mAh Battery,"1,478 Ratings",80 Reviews
212,212,"POCO X6 5G (Mirror Black, 256 GB)","₹18,999","₹24,999",24% off,4.2,"12,165 Ratings & 1,466 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display64MP + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,POCO,POCO X6 5G ,64MP + 8MP + 2MP | 16MP Front Camera,16.94,6.67,,8 GB RAM,256 GB,,Mirror Black,7s Gen 2 Mobile Platform 5G Processor,5100 mAh Battery,"12,165 Ratings","1,466 Reviews"
213,213,"POCO M6 5G - Locked with Airtel Prepaid (Galactic Black, 128 GB)","₹8,249","₹12,999",36% off,4.1,"34,327 Ratings & 1,900 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,POCO,POCO M6 5G - Locked with Airtel Prepaid ,50MP Rear Camera | 5MP Front Camera,17.12,6.74,HD+,4 GB RAM,128 GB,1 TB,Galactic Black,Mediatek Dimensity 6100+ Processor,5000 mAh Battery,"34,327 Ratings","1,900 Reviews"
214,214,"SAMSUNG Galaxy F15 5G (Groovy Violet, 128 GB)","₹12,999","₹15,999",18% off,4.2,"7,780 Ratings & 674 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP + 5MP + 2MP | 13MP Front Camera6000 mAh Lithium ion BatteryMediaTek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,SAMSUNG,SAMSUNG Galaxy F15 5G ,50MP + 5MP + 2MP | 13MP Front Camera,16.51,6.5,Full HD+,4 GB RAM,128 GB,1 TB,Groovy Violet,MediaTek Dimensity 6100+ Processor,6000 mAh Lithium ion Battery,"7,780 Ratings",674 Reviews
215,215,Kechaoda A26,₹999,"₹1,399",28% off,4.0,"22,131 Ratings & 1,373 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB1.68 cm (0.66 inch) QVGA Display0MP | 0MP Front Camera800 mAh BatteryNA ProcessorNO WARRANTY,Kechaoda,Kechaoda A26,0MP | 0MP Front Camera,1.68,0.66,QVGA,32 MB RAM,,16 GB,Black,NA Processor,800 mAh Battery,"22,131 Ratings","1,373 Reviews"
216,216,"Infinix SMART 8 HD (Shiny Gold, 64 GB)","₹6,999","₹8,999",22% off,4.3,744 Ratings & 25 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display13MP + AI Lens | 8MP Front Camera5000 mAh BatteryT606 Processor1 Year on Handset and 6 Months on Accessories,Infinix,Infinix SMART 8 HD ,13MP + AI Lens | 8MP Front Camera,16.76,6.6,HD+,4 GB RAM,64 GB,2 TB,Shiny Gold,T606 Processor,5000 mAh Battery,744 Ratings,25 Reviews
217,217,"Infinix SMART 8 HD (Timber Black, 64 GB)","₹6,999","₹8,999",22% off,4.3,744 Ratings & 25 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display13MP + AI Lens | 8MP Front Camera5000 mAh BatteryT606 Processor1 Year on Handset and 6 Months on Accessories,Infinix,Infinix SMART 8 HD ,13MP + AI Lens | 8MP Front Camera,16.76,6.6,HD+,4 GB RAM,64 GB,2 TB,Timber Black,T606 Processor,5000 mAh Battery,744 Ratings,25 Reviews
218,218,"Infinix SMART 8 HD (Crystal Green, 64 GB)","₹6,999","₹8,999",22% off,4.3,744 Ratings & 25 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display13MP + AI Lens | 8MP Front Camera5000 mAh BatteryT606 Processor1 Year on Handset and 6 Months on Accessories,Infinix,Infinix SMART 8 HD ,13MP + AI Lens | 8MP Front Camera,16.76,6.6,HD+,4 GB RAM,64 GB,2 TB,Crystal Green,T606 Processor,5000 mAh Battery,744 Ratings,25 Reviews
219,219,"Nothing Phone (2a) 5G (Black, 256 GB)","₹27,999","₹29,999",6% off,4.4,"5,852 Ratings & 575 Reviews",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP (OIS) + 50MP | 32MP Front Camera5000 mAh BatteryDimensity 7200 Pro Processor1 Year Manufacturing Warranty,Nothing,Nothing Phone ,50MP (OIS) + 50MP | 32MP Front Camera,17.02,6.7,Full HD+,12 GB RAM,256 GB,,Black,Dimensity 7200 Pro Processor,5000 mAh Battery,"5,852 Ratings",575 Reviews
220,220,"Nothing Phone (2a) 5G (White, 256 GB)","₹27,999","₹29,999",6% off,4.4,"5,852 Ratings & 575 Reviews",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP (OIS) + 50MP | 32MP Front Camera5000 mAh BatteryDimensity 7200 Pro Processor1 Year Manufacturing Warranty,Nothing,Nothing Phone ,50MP (OIS) + 50MP | 32MP Front Camera,17.02,6.7,Full HD+,12 GB RAM,256 GB,,White,Dimensity 7200 Pro Processor,5000 mAh Battery,"5,852 Ratings",575 Reviews
221,221,"POCO X6 5G (Mirror Black, 256 GB)","₹18,999","₹24,999",24% off,4.2,"12,165 Ratings & 1,466 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display64MP + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,POCO,POCO X6 5G ,64MP + 8MP + 2MP | 16MP Front Camera,16.94,6.67,,8 GB RAM,256 GB,,Mirror Black,7s Gen 2 Mobile Platform 5G Processor,5100 mAh Battery,"12,165 Ratings","1,466 Reviews"
222,222,"Nothing Phone (2a) 5G (White, 256 GB)","₹25,999","₹27,999",7% off,4.4,"38,918 Ratings & 3,989 Reviews",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP (OIS) + 50MP | 32MP Front Camera5000 mAh BatteryDimensity 7200 Pro Processor1 Year Manufacturing Warranty,Nothing,Nothing Phone ,50MP (OIS) + 50MP | 32MP Front Camera,17.02,6.7,Full HD+,8 GB RAM,256 GB,,White,Dimensity 7200 Pro Processor,5000 mAh Battery,"38,918 Ratings","3,989 Reviews"
223,223,"Infinix GT 20 Pro (Mecha Blue, 256 GB)","₹23,999","₹31,999",25% off,4.3,"2,562 Ratings & 188 Reviews",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display108MP (OIS) + 2MP + 2MP | 32MP Front Camera5000 mAh BatteryDimensity 8200 Ultimate Processor1 Year Warranty,Infinix,Infinix GT 20 Pro ,108MP (OIS) + 2MP + 2MP | 32MP Front Camera,17.22,6.78,Full HD+,8 GB RAM,256 GB,,Mecha Blue,Dimensity 8200 Ultimate Processor,5000 mAh Battery,"2,562 Ratings",188 Reviews
224,224,"Nothing Phone (2a) 5G (Black, 256 GB)","₹25,999","₹27,999",7% off,4.4,"38,918 Ratings & 3,989 Reviews",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP (OIS) + 50MP | 32MP Front Camera5000 mAh BatteryDimensity 7200 Pro Processor1 Year Manufacturing Warranty,Nothing,Nothing Phone ,50MP (OIS) + 50MP | 32MP Front Camera,17.02,6.7,Full HD+,8 GB RAM,256 GB,,Black,Dimensity 7200 Pro Processor,5000 mAh Battery,"38,918 Ratings","3,989 Reviews"
225,225,"REDMI 13C 5G (Startrail Silver, 128 GB)","₹11,999","₹15,999",25% off,4.2,"8,518 Ratings & 387 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,REDMI,REDMI 13C 5G ,50MP Rear Camera | 5MP Front Camera,17.12,6.74,HD+,6 GB RAM,128 GB,1 TB,Startrail Silver,Mediatek Dimensity 6100+ Processor,5000 mAh Battery,"8,518 Ratings",387 Reviews
226,226,"Infinix GT 20 Pro (Mecha Silver, 256 GB)","₹25,999","₹34,999",25% off,4.3,"1,862 Ratings & 127 Reviews",12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display108MP (OIS) + 2MP + 2MP | 32MP Front Camera5000 mAh BatteryDimensity 8200 Ultimate Processor1 Year Warranty,Infinix,Infinix GT 20 Pro ,108MP (OIS) + 2MP + 2MP | 32MP Front Camera,17.22,6.78,Full HD+,12 GB RAM,256 GB,,Mecha Silver,Dimensity 8200 Ultimate Processor,5000 mAh Battery,"1,862 Ratings",127 Reviews
227,227,"Nothing Phone (2a) 5G (White, 128 GB)","₹23,999","₹25,999",7% off,4.4,"38,918 Ratings & 3,989 Reviews",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP (OIS) + 50MP | 32MP Front Camera5000 mAh BatteryDimensity 7200 Pro Processor1 Year Manufacturing Warranty,Nothing,Nothing Phone ,50MP (OIS) + 50MP | 32MP Front Camera,17.02,6.7,Full HD+,8 GB RAM,128 GB,,White,Dimensity 7200 Pro Processor,5000 mAh Battery,"38,918 Ratings","3,989 Reviews"
228,228,"Nothing Phone (2a) 5G (Black, 128 GB)","₹23,999","₹25,999",7% off,4.4,"38,918 Ratings & 3,989 Reviews",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP (OIS) + 50MP | 32MP Front Camera5000 mAh BatteryDimensity 7200 Pro Processor1 Year Manufacturing Warranty,Nothing,Nothing Phone ,50MP (OIS) + 50MP | 32MP Front Camera,17.02,6.7,Full HD+,8 GB RAM,128 GB,,Black,Dimensity 7200 Pro Processor,5000 mAh Battery,"38,918 Ratings","3,989 Reviews"
229,229,"REDMI 13C 5G (Startrail Green, 128 GB)","₹11,999","₹15,999",25% off,4.2,"8,518 Ratings & 387 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,REDMI,REDMI 13C 5G ,50MP Rear Camera | 5MP Front Camera,17.12,6.74,HD+,6 GB RAM,128 GB,1 TB,Startrail Green,Mediatek Dimensity 6100+ Processor,5000 mAh Battery,"8,518 Ratings",387 Reviews
230,230,"REDMI 13C 5G (Startrail Green, 256 GB)","₹13,999","₹17,999",22% off,4.2,"3,813 Ratings & 187 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,REDMI,REDMI 13C 5G ,50MP Rear Camera | 5MP Front Camera,17.12,6.74,HD+,8 GB RAM,256 GB,1 TB,Startrail Green,Mediatek Dimensity 6100+ Processor,5000 mAh Battery,"3,813 Ratings",187 Reviews
231,231,"IQOO z9x (Tornado Green, 128 GB)","₹14,539","₹18,999",23% off,4.3,"1,000 Ratings & 35 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera6000 mAh BatteryQualcomm SM6450 Snapdragon 6 Gen 1 Processor1 Year on Handset and 6 Months on Accessories,IQOO,IQOO z9x ,50MP + 2MP | 8MP Front Camera,17.07,6.72,Full HD+,6 GB RAM,128 GB,1 TB,Tornado Green,Qualcomm SM6450 Snapdragon 6 Gen 1 Processor,6000 mAh Battery,"1,000 Ratings",35 Reviews
232,232,"Nothing Phone (2a) 5G (Blue, 256 GB)","₹27,999","₹29,999",6% off,4.4,"5,852 Ratings & 575 Reviews",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP (OIS) + 50MP | 32MP Front Camera5000 mAh BatteryDimensity 7200 Pro Processor1 Year Manufacturing Warranty,Nothing,Nothing Phone ,50MP (OIS) + 50MP | 32MP Front Camera,17.02,6.7,Full HD+,12 GB RAM,256 GB,,Blue,Dimensity 7200 Pro Processor,5000 mAh Battery,"5,852 Ratings",575 Reviews
233,233,Nokia 150,"₹2,649","₹3,199",17% off,4.1,"11,634 Ratings & 1,046 Reviews",4 MB RAM | 4 MB ROM6.1 cm (2.4 inch) Display0.3MP Rear Camera | 0MP Front Camera1450 mAh Battery6261D Processor1 Year Replacement Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Battery from the Date of Purchase,Nokia,Nokia 150,3MP Rear Camera | 0MP Front Camera,6.1,2.4,,4 MB RAM,,,Black,6261D Processor,1450 mAh Battery,"11,634 Ratings","1,046 Reviews"
234,234,"REDMI 13C 5G (Starlight Black, 256 GB)","₹13,999","₹17,999",22% off,4.2,"3,813 Ratings & 187 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,REDMI,REDMI 13C 5G ,50MP Rear Camera | 5MP Front Camera,17.12,6.74,HD+,8 GB RAM,256 GB,1 TB,Starlight Black,Mediatek Dimensity 6100+ Processor,5000 mAh Battery,"3,813 Ratings",187 Reviews
235,235,"realme C53 (Champion Black, 64 GB)","₹10,999","₹12,999",15% off,4.4,"1,28,193 Ratings & 5,814 Reviews",6 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.12 cm (6.74 inch) HD Display108MP + 2MP | 8MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,realme,realme C53 ,108MP + 2MP | 8MP Front Camera,17.12,6.74,HD,6 GB RAM,64 GB,2 TB,Champion Black,T612 Processor,5000 mAh Battery,"1,28,193 Ratings","5,814 Reviews"
236,236,"Google Pixel 7 (Snow, 128 GB)","₹34,999","₹59,999",41% off,4.3,"14,834 Ratings & 1,769 Reviews",8 GB RAM | 128 GB ROM16.0 cm (6.3 inch) Full HD+ Display50MP + 12MP | 10.8MP Front Camera4270 mAh BatteryGoogle Tensor G2 ProcessorNA,Google,Google Pixel 7 ,50MP + 12MP | 10.8MP Front Camera,16.0,6.3,Full HD+,8 GB RAM,128 GB,,Snow,Google Tensor G2 Processor,4270 mAh Battery,"14,834 Ratings","1,769 Reviews"
237,237,"REDMI 13c 5G (Startrail Green, 128 GB)","₹10,278","₹13,999",26% off,4.3,"11,970 Ratings & 389 Reviews",4 GB RAM | 128 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera5000 mAh Battery1 Year,REDMI,REDMI 13c 5G ,50MP Rear Camera,17.12,6.74,,4 GB RAM,128 GB,,Startrail Green,,5000 mAh Battery,"11,970 Ratings",389 Reviews
238,238,"Infinix GT 20 Pro (Mecha Silver, 256 GB)","₹23,999","₹31,999",25% off,4.3,"2,562 Ratings & 188 Reviews",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display108MP (OIS) + 2MP + 2MP | 32MP Front Camera5000 mAh BatteryDimensity 8200 Ultimate Processor1 Year Warranty,Infinix,Infinix GT 20 Pro ,108MP (OIS) + 2MP + 2MP | 32MP Front Camera,17.22,6.78,Full HD+,8 GB RAM,256 GB,,Mecha Silver,Dimensity 8200 Ultimate Processor,5000 mAh Battery,"2,562 Ratings",188 Reviews
239,239,"Infinix GT 20 Pro (Mecha Orange, 256 GB)","₹23,999","₹31,999",25% off,4.3,"2,562 Ratings & 188 Reviews",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display108MP (OIS) + 2MP + 2MP | 32MP Front Camera5000 mAh BatteryDimensity 8200 Ultimate Processor1 Year Warranty,Infinix,Infinix GT 20 Pro ,108MP (OIS) + 2MP + 2MP | 32MP Front Camera,17.22,6.78,Full HD+,8 GB RAM,256 GB,,Mecha Orange,Dimensity 8200 Ultimate Processor,5000 mAh Battery,"2,562 Ratings",188 Reviews
